company_name,job_position,company_certified,location_certified,user_feedback_score,scam_reports,is_fake,job_description,company_website
Spotify,Graphic Designer,0,0,4.4,45,1,"**Position:** Graphic Designer
**Company:** Spotify

**Job Description:**
We are seeking a Graphic Designer to join our team at Spotify. This role involves performing tasks and responsibilities typical for this position.

Spotify is not a certified company. The job location is not certified. The position has a user feedback score of 4.40, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Zoom,HR Specialist,1,0,3.89,49,1,"**Position:** HR Specialist
**Company:** Zoom

**Job Description:**
We are seeking a HR Specialist to join our team at Zoom. This role involves performing tasks and responsibilities typical for this position.

Zoom is a certified company. The job location is not certified. The position has a user feedback score of 3.89, and 49 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Uber,Network Engineer,1,0,3.05,9,0,"**Position:** Network Engineer
**Company:** Uber

**Job Description:**
We are seeking a Network Engineer to join our team at Uber. This role involves performing tasks and responsibilities typical for this position.

Uber is a certified company. The job location is not certified. The position has a user feedback score of 3.05, and 9 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.uber.com
Spotify,Technical Writer,0,1,4.15,45,1,"**Position:** Technical Writer
**Company:** Spotify

**Job Description:**
We are seeking a Technical Writer to join our team at Spotify. This role involves performing tasks and responsibilities typical for this position.

Spotify is not a certified company. The job location is certified. The position has a user feedback score of 4.15, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Cognizant,Cloud Architect,0,0,4.08,9,1,"**Position:** Cloud Architect
**Company:** Cognizant

**Job Description:**
We are seeking a Cloud Architect to join our team at Cognizant. This role involves performing tasks and responsibilities typical for this position.

Cognizant is not a certified company. The job location is not certified. The position has a user feedback score of 4.08, and 9 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
HP,Data Scientist,0,1,1.38,1,0,"**Position:** Data Scientist
**Company:** HP

**Job Description:**
We are seeking a Data Scientist to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is not a certified company. The job location is certified. The position has a user feedback score of 1.38, and 1 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Fujitsu,Finance Analyst,0,0,4.59,38,1,"**Position:** Finance Analyst
**Company:** Fujitsu

**Job Description:**
We are seeking a Finance Analyst to join our team at Fujitsu. This role involves performing tasks and responsibilities typical for this position.

Fujitsu is not a certified company. The job location is not certified. The position has a user feedback score of 4.59, and 38 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
eBay,AI Engineer,1,1,3.34,18,0,"**Position:** AI Engineer
**Company:** eBay

**Job Description:**
We are seeking a AI Engineer to join our team at eBay. This role involves performing tasks and responsibilities typical for this position.

eBay is a certified company. The job location is certified. The position has a user feedback score of 3.34, and 18 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Zoom,Network Engineer,1,1,4.87,14,0,"**Position:** Network Engineer
**Company:** Zoom

**Job Description:**
We are seeking a Network Engineer to join our team at Zoom. This role involves performing tasks and responsibilities typical for this position.

Zoom is a certified company. The job location is certified. The position has a user feedback score of 4.87, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Philips,HR Specialist,0,1,1.22,2,0,"**Position:** HR Specialist
**Company:** Philips

**Job Description:**
We are seeking a HR Specialist to join our team at Philips. This role involves performing tasks and responsibilities typical for this position.

Philips is not a certified company. The job location is certified. The position has a user feedback score of 1.22, and 2 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Panasonic,Cybersecurity Analyst,1,0,2.65,34,1,"**Position:** Cybersecurity Analyst
**Company:** Panasonic

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Panasonic. This role involves performing tasks and responsibilities typical for this position.

Panasonic is a certified company. The job location is not certified. The position has a user feedback score of 2.65, and 34 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Amazon,Technical Writer,1,1,4.01,50,1,"**Position:** Technical Writer
**Company:** Amazon

**Job Description:**
We are seeking a Technical Writer to join our team at Amazon. This role involves performing tasks and responsibilities typical for this position.

Amazon is a certified company. The job location is certified. The position has a user feedback score of 4.01, and 50 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.amazon.com
Sony,Finance Analyst,0,1,2.18,34,1,"**Position:** Finance Analyst
**Company:** Sony

**Job Description:**
We are seeking a Finance Analyst to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is not a certified company. The job location is certified. The position has a user feedback score of 2.18, and 34 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Sony,Product Manager,0,0,4.46,43,1,"**Position:** Product Manager
**Company:** Sony

**Job Description:**
We are seeking a Product Manager to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is not a certified company. The job location is not certified. The position has a user feedback score of 4.46, and 43 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Huawei,Customer Service,0,1,2.12,5,0,"**Position:** Customer Service
**Company:** Huawei

**Job Description:**
We are seeking a Customer Service to join our team at Huawei. This role involves performing tasks and responsibilities typical for this position.

Huawei is not a certified company. The job location is certified. The position has a user feedback score of 2.12, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Intel,Sales Representative,0,0,3.55,30,1,"**Position:** Sales Representative
**Company:** Intel

**Job Description:**
We are seeking a Sales Representative to join our team at Intel. This role involves performing tasks and responsibilities typical for this position.

Intel is not a certified company. The job location is not certified. The position has a user feedback score of 3.55, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.intel.com
Cisco,DevOps Engineer,1,1,2.78,35,1,"**Position:** DevOps Engineer
**Company:** Cisco

**Job Description:**
We are seeking a DevOps Engineer to join our team at Cisco. This role involves performing tasks and responsibilities typical for this position.

Cisco is a certified company. The job location is certified. The position has a user feedback score of 2.78, and 35 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Microsoft,Cloud Architect,1,1,4.51,13,0,"**Position:** Cloud Architect
**Company:** Microsoft

**Job Description:**
We are seeking a Cloud Architect to join our team at Microsoft. This role involves performing tasks and responsibilities typical for this position.

Microsoft is a certified company. The job location is certified. The position has a user feedback score of 4.51, and 13 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.microsoft.com
Alibaba,Sales Representative,1,1,2.18,0,0,"**Position:** Sales Representative
**Company:** Alibaba

**Job Description:**
We are seeking a Sales Representative to join our team at Alibaba. This role involves performing tasks and responsibilities typical for this position.

Alibaba is a certified company. The job location is certified. The position has a user feedback score of 2.18, and 0 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
JD.com,Data Scientist,1,1,4.28,5,0,"**Position:** Data Scientist
**Company:** JD.com

**Job Description:**
We are seeking a Data Scientist to join our team at JD.com. This role involves performing tasks and responsibilities typical for this position.

JD.com is a certified company. The job location is certified. The position has a user feedback score of 4.28, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Lenovo,Sales Representative,1,1,3.14,25,1,"**Position:** Sales Representative
**Company:** Lenovo

**Job Description:**
We are seeking a Sales Representative to join our team at Lenovo. This role involves performing tasks and responsibilities typical for this position.

Lenovo is a certified company. The job location is certified. The position has a user feedback score of 3.14, and 25 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Capgemini,HR Specialist,1,0,2.45,11,0,"**Position:** HR Specialist
**Company:** Capgemini

**Job Description:**
We are seeking a HR Specialist to join our team at Capgemini. This role involves performing tasks and responsibilities typical for this position.

Capgemini is a certified company. The job location is not certified. The position has a user feedback score of 2.45, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Capgemini,Software Engineer,1,1,4.9,14,0,"**Position:** Software Engineer
**Company:** Capgemini

**Job Description:**
We are seeking a Software Engineer to join our team at Capgemini. This role involves performing tasks and responsibilities typical for this position.

Capgemini is a certified company. The job location is certified. The position has a user feedback score of 4.90, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Tesla,Customer Service,1,0,4.82,16,0,"**Position:** Customer Service
**Company:** Tesla

**Job Description:**
We are seeking a Customer Service to join our team at Tesla. This role involves performing tasks and responsibilities typical for this position.

Tesla is a certified company. The job location is not certified. The position has a user feedback score of 4.82, and 16 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.tesla.com
PayPal,UX Designer,1,1,1.94,28,1,"**Position:** UX Designer
**Company:** PayPal

**Job Description:**
We are seeking a UX Designer to join our team at PayPal. This role involves performing tasks and responsibilities typical for this position.

PayPal is a certified company. The job location is certified. The position has a user feedback score of 1.94, and 28 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Accenture,Legal Consultant,0,0,2.85,45,1,"**Position:** Legal Consultant
**Company:** Accenture

**Job Description:**
We are seeking a Legal Consultant to join our team at Accenture. This role involves performing tasks and responsibilities typical for this position.

Accenture is not a certified company. The job location is not certified. The position has a user feedback score of 2.85, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Amazon,UX Designer,1,1,4.21,1,0,"**Position:** UX Designer
**Company:** Amazon

**Job Description:**
We are seeking a UX Designer to join our team at Amazon. This role involves performing tasks and responsibilities typical for this position.

Amazon is a certified company. The job location is certified. The position has a user feedback score of 4.21, and 1 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.amazon.com
HP,Cybersecurity Analyst,1,1,1.15,45,1,"**Position:** Cybersecurity Analyst
**Company:** HP

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is a certified company. The job location is certified. The position has a user feedback score of 1.15, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Cisco,Marketing Manager,1,1,4.1,44,1,"**Position:** Marketing Manager
**Company:** Cisco

**Job Description:**
We are seeking a Marketing Manager to join our team at Cisco. This role involves performing tasks and responsibilities typical for this position.

Cisco is a certified company. The job location is certified. The position has a user feedback score of 4.10, and 44 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
eBay,Cybersecurity Analyst,1,0,4.32,45,1,"**Position:** Cybersecurity Analyst
**Company:** eBay

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at eBay. This role involves performing tasks and responsibilities typical for this position.

eBay is a certified company. The job location is not certified. The position has a user feedback score of 4.32, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
JD.com,Cloud Architect,1,0,3.62,40,1,"**Position:** Cloud Architect
**Company:** JD.com

**Job Description:**
We are seeking a Cloud Architect to join our team at JD.com. This role involves performing tasks and responsibilities typical for this position.

JD.com is a certified company. The job location is not certified. The position has a user feedback score of 3.62, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Apple,IT Support,0,1,1.21,26,1,"**Position:** IT Support
**Company:** Apple

**Job Description:**
We are seeking a IT Support to join our team at Apple. This role involves performing tasks and responsibilities typical for this position.

Apple is not a certified company. The job location is certified. The position has a user feedback score of 1.21, and 26 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.apple.com
Adobe,Sales Representative,0,0,3.06,50,1,"**Position:** Sales Representative
**Company:** Adobe

**Job Description:**
We are seeking a Sales Representative to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is not a certified company. The job location is not certified. The position has a user feedback score of 3.06, and 50 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
Salesforce,Customer Service,0,1,3.35,1,0,"**Position:** Customer Service
**Company:** Salesforce

**Job Description:**
We are seeking a Customer Service to join our team at Salesforce. This role involves performing tasks and responsibilities typical for this position.

Salesforce is not a certified company. The job location is certified. The position has a user feedback score of 3.35, and 1 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Oracle,Network Engineer,1,0,4.87,11,0,"**Position:** Network Engineer
**Company:** Oracle

**Job Description:**
We are seeking a Network Engineer to join our team at Oracle. This role involves performing tasks and responsibilities typical for this position.

Oracle is a certified company. The job location is not certified. The position has a user feedback score of 4.87, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.oracle.com
Philips,Business Analyst,0,0,1.61,39,1,"**Position:** Business Analyst
**Company:** Philips

**Job Description:**
We are seeking a Business Analyst to join our team at Philips. This role involves performing tasks and responsibilities typical for this position.

Philips is not a certified company. The job location is not certified. The position has a user feedback score of 1.61, and 39 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Airbnb,Graphic Designer,0,1,1.3,16,0,"**Position:** Graphic Designer
**Company:** Airbnb

**Job Description:**
We are seeking a Graphic Designer to join our team at Airbnb. This role involves performing tasks and responsibilities typical for this position.

Airbnb is not a certified company. The job location is certified. The position has a user feedback score of 1.30, and 16 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.airbnb.com
Xiaomi,Cybersecurity Analyst,1,0,1.22,2,0,"**Position:** Cybersecurity Analyst
**Company:** Xiaomi

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Xiaomi. This role involves performing tasks and responsibilities typical for this position.

Xiaomi is a certified company. The job location is not certified. The position has a user feedback score of 1.22, and 2 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Facebook,Business Analyst,1,1,2.35,11,0,"**Position:** Business Analyst
**Company:** Facebook

**Job Description:**
We are seeking a Business Analyst to join our team at Facebook. This role involves performing tasks and responsibilities typical for this position.

Facebook is a certified company. The job location is certified. The position has a user feedback score of 2.35, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.facebook.com
Tata,DevOps Engineer,1,1,2.38,14,0,"**Position:** DevOps Engineer
**Company:** Tata

**Job Description:**
We are seeking a DevOps Engineer to join our team at Tata. This role involves performing tasks and responsibilities typical for this position.

Tata is a certified company. The job location is certified. The position has a user feedback score of 2.38, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Adobe,Graphic Designer,1,1,3.38,14,0,"**Position:** Graphic Designer
**Company:** Adobe

**Job Description:**
We are seeking a Graphic Designer to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is a certified company. The job location is certified. The position has a user feedback score of 3.38, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
Twitter,DevOps Engineer,1,1,3.06,27,1,"**Position:** DevOps Engineer
**Company:** Twitter

**Job Description:**
We are seeking a DevOps Engineer to join our team at Twitter. This role involves performing tasks and responsibilities typical for this position.

Twitter is a certified company. The job location is certified. The position has a user feedback score of 3.06, and 27 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://twitter.com
Xiaomi,Cybersecurity Analyst,0,1,3.64,33,1,"**Position:** Cybersecurity Analyst
**Company:** Xiaomi

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Xiaomi. This role involves performing tasks and responsibilities typical for this position.

Xiaomi is not a certified company. The job location is certified. The position has a user feedback score of 3.64, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Ericsson,Cybersecurity Analyst,1,1,3.37,40,1,"**Position:** Cybersecurity Analyst
**Company:** Ericsson

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is a certified company. The job location is certified. The position has a user feedback score of 3.37, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Ericsson,HR Specialist,1,1,4.62,13,0,"**Position:** HR Specialist
**Company:** Ericsson

**Job Description:**
We are seeking a HR Specialist to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is a certified company. The job location is certified. The position has a user feedback score of 4.62, and 13 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Nokia,IT Support,0,0,3.98,41,1,"**Position:** IT Support
**Company:** Nokia

**Job Description:**
We are seeking a IT Support to join our team at Nokia. This role involves performing tasks and responsibilities typical for this position.

Nokia is not a certified company. The job location is not certified. The position has a user feedback score of 3.98, and 41 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Qualcomm,DevOps Engineer,1,0,3.6,39,1,"**Position:** DevOps Engineer
**Company:** Qualcomm

**Job Description:**
We are seeking a DevOps Engineer to join our team at Qualcomm. This role involves performing tasks and responsibilities typical for this position.

Qualcomm is a certified company. The job location is not certified. The position has a user feedback score of 3.60, and 39 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Google,Cloud Architect,0,0,3.1,40,1,"**Position:** Cloud Architect
**Company:** Google

**Job Description:**
We are seeking a Cloud Architect to join our team at Google. This role involves performing tasks and responsibilities typical for this position.

Google is not a certified company. The job location is not certified. The position has a user feedback score of 3.10, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.google.com
Capgemini,Cloud Architect,1,1,4.25,5,0,"**Position:** Cloud Architect
**Company:** Capgemini

**Job Description:**
We are seeking a Cloud Architect to join our team at Capgemini. This role involves performing tasks and responsibilities typical for this position.

Capgemini is a certified company. The job location is certified. The position has a user feedback score of 4.25, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Netflix,Customer Service,0,0,4.65,40,1,"**Position:** Customer Service
**Company:** Netflix

**Job Description:**
We are seeking a Customer Service to join our team at Netflix. This role involves performing tasks and responsibilities typical for this position.

Netflix is not a certified company. The job location is not certified. The position has a user feedback score of 4.65, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.netflix.com
Baidu,Operations Manager,0,1,3.71,17,0,"**Position:** Operations Manager
**Company:** Baidu

**Job Description:**
We are seeking a Operations Manager to join our team at Baidu. This role involves performing tasks and responsibilities typical for this position.

Baidu is not a certified company. The job location is certified. The position has a user feedback score of 3.71, and 17 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Sony,HR Specialist,0,1,2.29,18,0,"**Position:** HR Specialist
**Company:** Sony

**Job Description:**
We are seeking a HR Specialist to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is not a certified company. The job location is certified. The position has a user feedback score of 2.29, and 18 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
IBM,Sales Representative,1,0,3.37,10,0,"**Position:** Sales Representative
**Company:** IBM

**Job Description:**
We are seeking a Sales Representative to join our team at IBM. This role involves performing tasks and responsibilities typical for this position.

IBM is a certified company. The job location is not certified. The position has a user feedback score of 3.37, and 10 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.ibm.com
Tesla,Marketing Manager,0,1,2.77,26,1,"**Position:** Marketing Manager
**Company:** Tesla

**Job Description:**
We are seeking a Marketing Manager to join our team at Tesla. This role involves performing tasks and responsibilities typical for this position.

Tesla is not a certified company. The job location is certified. The position has a user feedback score of 2.77, and 26 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.tesla.com
PayPal,Product Manager,1,1,4.61,37,1,"**Position:** Product Manager
**Company:** PayPal

**Job Description:**
We are seeking a Product Manager to join our team at PayPal. This role involves performing tasks and responsibilities typical for this position.

PayPal is a certified company. The job location is certified. The position has a user feedback score of 4.61, and 37 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Twitter,Network Engineer,1,1,4.42,4,0,"**Position:** Network Engineer
**Company:** Twitter

**Job Description:**
We are seeking a Network Engineer to join our team at Twitter. This role involves performing tasks and responsibilities typical for this position.

Twitter is a certified company. The job location is certified. The position has a user feedback score of 4.42, and 4 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://twitter.com
Siemens,Business Analyst,0,1,4.71,34,1,"**Position:** Business Analyst
**Company:** Siemens

**Job Description:**
We are seeking a Business Analyst to join our team at Siemens. This role involves performing tasks and responsibilities typical for this position.

Siemens is not a certified company. The job location is certified. The position has a user feedback score of 4.71, and 34 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
eBay,Data Scientist,0,1,3.53,13,0,"**Position:** Data Scientist
**Company:** eBay

**Job Description:**
We are seeking a Data Scientist to join our team at eBay. This role involves performing tasks and responsibilities typical for this position.

eBay is not a certified company. The job location is certified. The position has a user feedback score of 3.53, and 13 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Adobe,Graphic Designer,1,1,3.47,33,1,"**Position:** Graphic Designer
**Company:** Adobe

**Job Description:**
We are seeking a Graphic Designer to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is a certified company. The job location is certified. The position has a user feedback score of 3.47, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
Nokia,Data Scientist,0,0,4.36,12,1,"**Position:** Data Scientist
**Company:** Nokia

**Job Description:**
We are seeking a Data Scientist to join our team at Nokia. This role involves performing tasks and responsibilities typical for this position.

Nokia is not a certified company. The job location is not certified. The position has a user feedback score of 4.36, and 12 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Zoom,Marketing Manager,1,1,1.86,19,0,"**Position:** Marketing Manager
**Company:** Zoom

**Job Description:**
We are seeking a Marketing Manager to join our team at Zoom. This role involves performing tasks and responsibilities typical for this position.

Zoom is a certified company. The job location is certified. The position has a user feedback score of 1.86, and 19 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Sony,Cloud Architect,1,1,1.01,23,1,"**Position:** Cloud Architect
**Company:** Sony

**Job Description:**
We are seeking a Cloud Architect to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is a certified company. The job location is certified. The position has a user feedback score of 1.01, and 23 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Salesforce,IT Support,0,1,2.53,47,1,"**Position:** IT Support
**Company:** Salesforce

**Job Description:**
We are seeking a IT Support to join our team at Salesforce. This role involves performing tasks and responsibilities typical for this position.

Salesforce is not a certified company. The job location is certified. The position has a user feedback score of 2.53, and 47 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
HP,AI Engineer,1,0,1.17,29,1,"**Position:** AI Engineer
**Company:** HP

**Job Description:**
We are seeking a AI Engineer to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is a certified company. The job location is not certified. The position has a user feedback score of 1.17, and 29 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Panasonic,Cloud Architect,0,0,1.27,28,1,"**Position:** Cloud Architect
**Company:** Panasonic

**Job Description:**
We are seeking a Cloud Architect to join our team at Panasonic. This role involves performing tasks and responsibilities typical for this position.

Panasonic is not a certified company. The job location is not certified. The position has a user feedback score of 1.27, and 28 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Philips,AI Engineer,1,1,3.92,42,1,"**Position:** AI Engineer
**Company:** Philips

**Job Description:**
We are seeking a AI Engineer to join our team at Philips. This role involves performing tasks and responsibilities typical for this position.

Philips is a certified company. The job location is certified. The position has a user feedback score of 3.92, and 42 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Intel,Technical Writer,1,1,2.18,37,1,"**Position:** Technical Writer
**Company:** Intel

**Job Description:**
We are seeking a Technical Writer to join our team at Intel. This role involves performing tasks and responsibilities typical for this position.

Intel is a certified company. The job location is certified. The position has a user feedback score of 2.18, and 37 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.intel.com
Airbnb,Sales Representative,0,1,3.86,8,0,"**Position:** Sales Representative
**Company:** Airbnb

**Job Description:**
We are seeking a Sales Representative to join our team at Airbnb. This role involves performing tasks and responsibilities typical for this position.

Airbnb is not a certified company. The job location is certified. The position has a user feedback score of 3.86, and 8 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.airbnb.com
Accenture,Network Engineer,1,1,1.45,19,0,"**Position:** Network Engineer
**Company:** Accenture

**Job Description:**
We are seeking a Network Engineer to join our team at Accenture. This role involves performing tasks and responsibilities typical for this position.

Accenture is a certified company. The job location is certified. The position has a user feedback score of 1.45, and 19 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Dell,AI Engineer,0,1,4.74,18,0,"**Position:** AI Engineer
**Company:** Dell

**Job Description:**
We are seeking a AI Engineer to join our team at Dell. This role involves performing tasks and responsibilities typical for this position.

Dell is not a certified company. The job location is certified. The position has a user feedback score of 4.74, and 18 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.dell.com
Adobe,Business Analyst,1,0,1.33,7,0,"**Position:** Business Analyst
**Company:** Adobe

**Job Description:**
We are seeking a Business Analyst to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is a certified company. The job location is not certified. The position has a user feedback score of 1.33, and 7 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
Wipro,Customer Service,1,1,3.22,46,1,"**Position:** Customer Service
**Company:** Wipro

**Job Description:**
We are seeking a Customer Service to join our team at Wipro. This role involves performing tasks and responsibilities typical for this position.

Wipro is a certified company. The job location is certified. The position has a user feedback score of 3.22, and 46 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Huawei,HR Specialist,1,0,3.34,49,1,"**Position:** HR Specialist
**Company:** Huawei

**Job Description:**
We are seeking a HR Specialist to join our team at Huawei. This role involves performing tasks and responsibilities typical for this position.

Huawei is a certified company. The job location is not certified. The position has a user feedback score of 3.34, and 49 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Sony,Cloud Architect,1,1,4.61,26,1,"**Position:** Cloud Architect
**Company:** Sony

**Job Description:**
We are seeking a Cloud Architect to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is a certified company. The job location is certified. The position has a user feedback score of 4.61, and 26 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Baidu,UX Designer,0,1,1.14,11,0,"**Position:** UX Designer
**Company:** Baidu

**Job Description:**
We are seeking a UX Designer to join our team at Baidu. This role involves performing tasks and responsibilities typical for this position.

Baidu is not a certified company. The job location is certified. The position has a user feedback score of 1.14, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Cognizant,Finance Analyst,1,0,4.41,38,1,"**Position:** Finance Analyst
**Company:** Cognizant

**Job Description:**
We are seeking a Finance Analyst to join our team at Cognizant. This role involves performing tasks and responsibilities typical for this position.

Cognizant is a certified company. The job location is not certified. The position has a user feedback score of 4.41, and 38 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
General Electric,Cybersecurity Analyst,0,1,4.14,15,0,"**Position:** Cybersecurity Analyst
**Company:** General Electric

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at General Electric. This role involves performing tasks and responsibilities typical for this position.

General Electric is not a certified company. The job location is certified. The position has a user feedback score of 4.14, and 15 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.ge.com
